Vannkraftverk;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Løpenummer;Navn;Type;Hovedeier;Org.nr. hovedeier;Fylke;Fylkesnr.;Kommune;Kommunenr.;Dato for første utnyttelse av fallet;Dato for eldste kraftproduserende del;Maks ytelse [MW];Midl. årsproduksjon (ref. 1981-2010) [GWh];Brutto fallhøyde [m];Maksimal slukeevne [m3/s];Energiekvivalent [kWh/m3];Elspotområde;Reginenr.
1777;Fossheimgardane;Kraftverk;FOSSHEIMGARDANE MIKROKRAFTVERK AS;911667762;Sogn og Fjordane;14;Jølster;31;12.12.2013;12.12.2013;0.08;0.25;115;0,09;0,231;3;087.B1BA0
1724;Leirelva;Kraftverk;SMÅKRAFT AS;984616155;Nordland;18;Hemnes;32;18.12.2013;18.12.2013;4.59;14.40;254;2,1;0,607;4;155.AC0
1755;Midtun;Kraftverk;MIDTUNKRAFT AS;998475368;Sogn og Fjordane;14;Gulen;11;07.01.2014;07.01.2014;0.65;2.00;111,3;0,7;0,258;5;068.72Z
1790;Hammeren;Kraftverk;RANA KOMMUNE TEKNISKE TJENESTER;974791420;Nordland;18;Rana;33;20.01.2014;20.01.2014;0.13;0.26;;0,14;;4;156.AA
1725;Tverråga;Kraftverk;SMÅKRAFT AS;984616155;Nordland;18;Hemnes;32;30.01.2014;30.01.2014;2.90;9.10;424;0,8;1,007;4;155.AC0
1759;Rime;Kraftverk;RIME KRAFT AS;998925479;Buskerud;6;Flå;15;06.02.2014;06.02.2014;1.50;4.00;165;1,16;0,359;5;012.CC3Z
1762;Fossekallen;Kraftverk;FOSSEKALLEN ENERGI AS;912006719;Rogaland;11;Lund;12;20.02.2014;20.02.2014;0.20;1.30;3,6;6,4;0,009;2;026.BA21
1788;Fatland;Kraftverk;FATLAND KRAFT AS;999330061;Hordaland;12;Kvinnherad;24;25.02.2014;25.02.2014;0.98;3.25;156,8;0,88;0,308;2;042.62Z
1758;Gråklubben;Kraftverk;GRÅKLUBBEN KRAFTVERK AS;999315720;Hordaland;12;Fusa;41;01.03.2014;01.03.2014;1.09;3.50;319;0,3904;0,783;2;053.B
1845;Husefest;Kraftverk;OTTO ULLEVÅLSETER;991809341;Sogn og Fjordane;14;Flora;1;04.04.2014;04.04.2014;0.06;0.31;17;0,45;0,037;3;085.63Z
1770;Håra;Kraftverk;HÅRA KRAFT AS;899065522;Hordaland;12;Odda;28;29.04.2014;29.04.2014;4.90;16.80;210,5;2,9;0,469;2;036.E4A0
1782;Kvitvella;Kraftverk;KVITVELLA ELECTRISITETSVERK AS;997434072;Oppland;5;Nord-Aurdal;42;29.04.2014;29.04.2014;1.55;4.95;15,56;11,55;0,037;1;012.LA2
1773;Vaka;Kraftverk;VAKA KRAFTVERK AS;911788756;Rogaland;11;Vindafjord;60;09.05.2014;09.05.2014;1.10;4.65;258,66;0,488;0,626;2;41.32
1719;Furegardane;Kraftverk;SMÅKRAFT AS;984616155;Hordaland;12;Voss;35;19.05.2014;19.05.2014;5.49;16.10;276;2,4;0,637;5;062.C1
1774;Seterkraft;Kraftverk;SETERKRAFT AS;998844282;Møre og Romsdal;15;Sunndal;63;25.05.2014;25.05.2014;4.74;14.50;253,2;2,2;0,598;3;109.4AB
1787;Skarg;Kraftverk;OTRA KRAFT DA;955007514;Aust-Agder;9;Bykle;41;10.06.2014;10.06.2014;24.00;69.00;81;33;0,202;2;021.GB111
1763;Forneselva;Kraftverk;NORDIC POWER AS;914341183;Troms;19;Tromsø;2;11.06.2014;11.06.2014;5.20;12.30;114;5,13;0,282;4;203.7Z
1779;Snefjellå;Kraftverk;SNEFJELLÅKRAFT AS;996170098;Nordland;18;Rana;33;15.06.2014;15.06.2014;2.70;7.60;232,9;1,5;0,5;4;156.CB4
1772;Kulu;Kraftverk;KULU KRAFTVERK AS;891936532;Buskerud;6;Ål;19;16.06.2014;16.06.2014;2.88;6.80;233,5;1,45;0,552;5;012.CF422
1686;Muoidejohka;Kraftverk;MUOIDEJOHKA KRAFT AS;996346854;Nordland;18;Beiarn;39;18.06.2014;18.06.2014;5.49;18.50;481,5;1,5;1,017;4;161.F21Z
1748;Litj-Hena;Kraftverk;LITJ-HENA KRAFTVERK AS;912040909;Trøndelag;50;Tydal;33;12.07.2014;12.07.2014;4.86;12.00;260,7;2,12;0,637;3;123.D7Z
1742;Kjensvatn;Kraftverk;STATKRAFT ENERGI AS;987059729;Nordland;18;Hemnes;32;24.07.2014;24.07.2014;14.00;65.00;70;22;0,177;4;155.4E
1718;Tyttebærelva;Kraftverk;SMÅKRAFT AS;984616155;Troms;19;Lyngen;38;06.08.2014;06.08.2014;1.46;4.34;107;1,64;0,247;4;203.73
1722;Skravlåga;Kraftverk;SMÅKRAFT AS;984616155;Nordland;18;Vefsn;24;13.08.2014;13.08.2014;5.00;19.30;259;2,4;0,579;4;155.21Z
1723;Kinnforsen;Kraftverk;SMÅKRAFT AS;984616155;Nordland;18;Vefsn;24;15.08.2014;15.08.2014;2.95;8.70;158;2,31;0,355;4;155.3Z
1784;Vestre Neset;Kraftverk;NESET KRAFT AS;991704817;Rogaland;11;Lund;12;20.08.2014;20.08.2014;1.46;4.25;150,61;1,2;0,339;2;026.BB
1783;Østre Neset;Kraftverk;NESET KRAFT AS;991704817;Rogaland;11;Lund;12;20.08.2014;20.08.2014;1.64;4.90;207,3;0,9;0,506;2;026.BB
1791;Skripelandsfossen;Kraftverk;SKRIPELANDSFOSSEN KRAFT AS;997946448;Aust-Agder;9;Froland;19;13.09.2014;13.09.2014;2.60;12.40;11,78;26;0,028;2;020.BB1
1760;Bruelva;Kraftverk;TUSSA ENERGI AS;876795442;Møre og Romsdal;15;Vanylven;11;01.10.2014;01.10.2014;1.00;2.70;237,75;0,5;0,556;3;093.3A50
1775;Tossevikelva;Kraftverk;SMÅKRAFT AS;984616155;Buskerud;6;Ringerike;5;03.10.2014;03.10.2014;2.60;7.10;307;1;0,722;1;012.G21
1792;Tisleifjord;Kraftverk;SKAGERAK KRAFT AS;979563531;Oppland;5;Nord-Aurdal;42;24.10.2014;24.10.2014;1.65;6.50;10,31;17;0,027;5;012.JB5
1789;Fossbråten;Kraftverk;FOSSBRÅTEN KRAFTVERK AS;997723635;Oppland;5;Nord-Aurdal;42;29.10.2014;29.10.2014;2.90;7.00;240;1,5;0,537;1;012.L1A
1803;Halvdagsåa;Kraftverk;HALVDAGSÅA KRAFT AS;998884063;Trøndelag;50;Selbu;32;05.11.2014;05.11.2014;0.59;2.44;196,6;0,375;0,438;3;123.D4
1768;Stublielva;Kraftverk;SMÅKRAFT AS;984616155;Nordland;18;Narvik;5;11.11.2014;11.11.2014;3.00;8.30;230;1,6;0,521;4;174.2AA0
1766;Reinåga;Kraftverk;SMÅKRAFT AS;984616155;Nordland;18;Hemnes;32;21.11.2014;21.11.2014;3.91;12.80;567;0,8;1,358;4;155.B20
1769;Valåe;Kraftverk;SMÅKRAFT AS;984616155;Oppland;5;Lesja;12;27.11.2014;27.11.2014;1.93;5.50;248;0,85;0,631;3;002.DM
1813;Kaldåna;Kraftverk;KALDÅNA KRAFT AS;911931931;Rogaland;11;Suldal;34;17.12.2014;17.12.2014;2.99;8.70;327,34;1,19;0,698;2;037.5B
1989;Hustveit;Kraftverk;PER BAKKEDAL;969444844;Rogaland;11;Vindafjord;60;22.12.2014;22.12.2014;0.04;0.01;70;0,065;0,158;2;038.2B
1794;Middøla;Kraftverk;SMÅKRAFT AS;984616155;Telemark;8;Tinn;26;05.01.2015;05.01.2015;4.36;12.50;276,7;1,9;0,637;2;016.H1A
1799;Tverråa;Kraftverk;TVERRÅA KRAFT AS;993283479;Trøndelag;50;Steinkjer;4;14.01.2015;14.01.2015;0.93;3.00;239;0,52;0,497;3;128.C41B
1761;Skår;Kraftverk;TUSSA ENERGI AS;876795442;Møre og Romsdal;15;Vanylven;11;26.01.2015;26.01.2015;1.40;4.70;319;0,5;0,778;3;93.32
1801;Fjellet;Kraftverk;LØVENSKIOLD-FOSSUM KRAFT AS;994200682;Telemark;8;Skien;6;30.01.2015;30.01.2015;4.30;15.50;183;2,7;0,442;2;016.AF
1795;Follsjå;Kraftverk;FOLLSJÅ KRAFT AS;912466566;Telemark;8;Notodden;7;30.01.2015;30.01.2015;2.90;13.00;99,7;3,2;0,252;2;016.F3A
1747;Smådøla;Kraftverk;AS EIDEFOSS;911305631;Oppland;5;Lom;14;02.02.2015;02.02.2015;13.70;47.40;123;13,2;0,293;3;002.DHB2D
1802;Bestul;Pumpe;LØVENSKIOLD-FOSSUM KRAFT AS;994200682;Telemark;8;Skien;6;02.02.2015;02.02.2015;-0.71;-2.80;;1,5;-0,131;2;016.ADAZ
1814;Sundli;Kraftverk;SUNDLIKRAFT AS;995081881;Trøndelag;50;Orkdal;24;04.02.2015;04.02.2015;1.35;5.30;207,5;0,846;0,443;3;121.A21Z
1816;Skogelva;Kraftverk;SKOGELVA KRAFTVERK AS;913292251;Trøndelag;50;Steinkjer;4;25.02.2015;25.02.2015;0.42;1.70;69;0,71;0,164;3;128.C41C
1754;Lislevatn;Kraftverk;AGDER ENERGI VANNKRAFT AS;882973972;Aust-Agder;9;Evje og Hornnes;37;03.03.2015;03.03.2015;4.20;19.00;92,2;5;0,233;2;020.BBC
1764;Fjelna;Kraftverk;NORDIC POWER AS;914341183;Trøndelag;50;Hemne;11;11.03.2015;11.03.2015;4.83;17.30;82,5;7,5;0,179;3;113.A0
1815;Øvre Forsland;Kraftverk;HELGELAND KRAFT VANNKRAFT AS;917424896;Nordland;18;Leirfjord;22;23.03.2015;23.03.2015;8.58;33.00;154,8;7,04;0,339;4;153.2C
1827;Ringheim;Kraftverk;KRISTIAN RINGHEIM;976954661;Hordaland;12;Voss;35;03.04.2015;03.04.2015;0.05;0.29;175,5;0,037;0,375;5;062.G24
1805;Offervann;Kraftverk;STATKRAFT ENERGI AS;987059729;Finnmark - Finnmárku;20;Lebesby;22;23.04.2015;23.04.2015;2.20;7.00;10;22;0,029;4;229.3C
1837;Hegsetdammen;Kraftverk;STATKRAFT ENERGI AS;987059729;Trøndelag;50;Tydal;33;01.05.2015;01.05.2015;0.28;0.90;29,4;1,2;0,065;3;123.D51
1800;Nyvikelva;Kraftverk;SMÅKRAFT AS;984616155;Trøndelag;50;Raarvikhe %u2013 Røyrvik;43;01.05.2015;01.05.2015;2.10;6.00;83,5;3;0,194;4;307.3Z
1817;Rødset;Kraftverk;STRANDA ENERGI AS;979951140;Møre og Romsdal;15;Stranda;25;15.05.2015;15.05.2015;2.15;6.70;38;6,33;0,094;3;098.3Z
1767;Vassvikelva;Kraftverk;SMÅKRAFT AS;984616155;Hordaland;12;Odda;28;20.05.2015;20.05.2015;2.77;7.70;268,6;1,2;0,641;2;042.3G
1836;Simavik;Kraftverk;TROMSØ KOMMUNE;940101808;Troms;19;Tromsø;2;21.05.2015;21.05.2015;1.25;6.00;211,1;0,7;0,496;4;200.4
1826;Herje;Kraftverk;RAUMA ENERGI AS;970974253;Møre og Romsdal;15;Rauma;39;28.05.2015;28.05.2015;4.40;13.80;363,4;1,42;0,861;3;104.11A
1765;Kaldsåni;Kraftverk;SMÅKRAFT AS;984616155;Aust-Agder;9;Bykle;41;28.05.2015;28.05.2015;2.80;6.29;204;1,664;0,467;2;021.J8
1786;Kvitno;Kraftverk;KVITNO KRAFT AS;995703963;Hordaland;12;Ullensvang;31;23.06.2015;23.06.2015;9.00;32.50;390,5;2,7;0,926;2;048.3Z
1828;Eidsland 1;Kraftverk;EIDSLAND ENERGI AS;921662114;Hordaland;12;Vaksdal;51;29.06.2015;29.06.2015;0.48;2.00;123;0,42;0,317;5;063.A10
1776;Kvemma;Kraftverk;KVEMMA KRAFT AS;911959178;Sogn og Fjordane;14;Lærdal;22;30.06.2015;30.06.2015;5.00;13.80;540;1,1;1,263;5;073.B5
1785;Storelvvatnet;Kraftverk;SKS PRODUKSJON AS;915637353;Nordland;18;Fauske %u2013 Fuossko;41;06.07.2015;06.07.2015;5.00;20.50;78,38;10;0,139;4;164.DB
1819;Væla;Kraftverk;VÆLA KRAFT AS;912154882;Trøndelag;50;Tydal;33;08.07.2015;08.07.2015;0.90;3.20;76;1,5;0,167;3;123.D8Z
1831;Espeland;Kraftverk;ESPELAND MINIKRAFTVERK AS;913377400;Sogn og Fjordane;14;Hyllestad;13;25.09.2015;25.09.2015;0.27;0.92;113;0,2;0,25;3;080.4Z
1825;Grønlielva;Kraftverk;GRØNLIELVA KRAFTVERK AS;991936505;Troms;19;Salangen;23;28.09.2015;28.09.2015;2.40;7.10;169,02;1,73;0,385;4;191.4B
1833;Ren Energi Ramsland;Kraftverk;REN ENERGI RAMSLAND AS;915380646;Vest-Agder;10;Lindesnes;29;06.10.2015;06.10.2015;0.08;0.54;92;0,09;0,231;2;23.22
1818;Storvatnet;Kraftverk;NORDLAKS SMOLT AS;991193332;Nordland;18;Hamarøy %u2013 Hábmer;49;20.10.2015;20.10.2015;2.00;8.60;103;2,6;0,214;4;170.3A
1841;Sekkelva;Kraftverk;SEKKELVA KRAFTVERK AS;914879442;Hordaland;12;Kvam;38;24.11.2015;24.11.2015;0.74;3.40;278,42;0,31;0,663;5;52.53
1778;Valken;Kraftverk;SAKSENVIK KRAFT AS;980411060;Nordland;18;Saltdal;40;01.12.2015;01.12.2015;9.20;30.00;208,5;5,3;0,482;4;163.5Z
1840;Godal;Kraftverk;LØVENSKIOLD-FOSSUM KRAFT AS;994200682;Telemark;8;Skien;6;03.12.2015;03.12.2015;0.52;1.50;110,2;0,6;0,24;2;016.ADAZ
1830;Mølnbekken;Kraftverk;NORDVEST ENERGI AS;990194491;Nordland;18;Hemnes;32;10.12.2015;10.12.2015;1.55;5.50;148,26;1,45;0,297;4;155.B5
1796;Heggtveit;Kraftverk;SKRÆI & SKREDE KRAFT AS;913173309;Telemark;8;Fyresdal;31;16.12.2015;16.12.2015;1.66;4.50;335;0,59;0,782;2;019.H20
1839;Baggfossen;Kraftverk;BAGGFOSSEN MIKROKRAFT AS;996861589;Nordland;18;Sørfold;45;17.12.2015;17.12.2015;0.13;0.70;24;0,81;0,046;4;167.2A
1823;Ullestad;Kraftverk;ULLESTAD KRAFT AS;998590140;Rogaland;11;Hjelmeland;33;01.03.2016;01.03.2016;5.42;21.50;214;2,95;0,51;2;033.B1A
1867;Grytneselva;Kraftverk;LANGFJORDKRAFT AS;896921762;Møre og Romsdal;15;Nesset;43;17.03.2016;17.03.2016;5.90;14.10;570,5;1,19;1,377;3;104.31
1842;Nybuelvi;Kraftverk;SMÅKRAFT AS;984616155;Buskerud;6;Nes i Buskerud;16;07.04.2016;07.04.2016;3.60;7.10;539,9;0,794;1,259;5;012.CC7A0
1835;Grunnevatn;Kraftverk;SFE PRODUKSJON AS;984882106;Sogn og Fjordane;14;Askvoll;28;08.04.2016;08.04.2016;1.13;3.50;85,7;1,63;0,193;3;084.5DB
1812;Tverrgjuvlo;Kraftverk;SMÅKRAFT AS;984616155;Hordaland;12;Voss;35;13.04.2016;13.04.2016;5.70;18.20;386,7;1,8;0,88;5;062.BA0
1863;Østli;Kraftverk;ØSTLI MINIKRAFT AS;914520452;Trøndelag;50;Namsskogan;44;13.04.2016;13.04.2016;0.50;1.90;165;0,36;0,386;4;139.F1Z
1807;Hesjeberg;Kraftverk;NORDIC POWER AS;914341183;Troms;19;Gratangen;19;15.04.2016;15.04.2016;6.14;14.00;254,6;2,69;0,634;4;190.4
1862;Skjærdalselva;Kraftverk;SKJÆRDALEN EIENDOM AS;915956858;Buskerud;6;Ringerike;5;26.04.2016;26.04.2016;0.16;0.80;18;1,44;0,031;1;012.D82
1879;Bøen II;Kraftverk;BØEN KRAFT AS;988376582;Rogaland;11;Hjelmeland;33;09.05.2016;09.05.2016;2.99;10.50;263;1,355;0,613;2;033.2Z
1808;Hommsåne;Kraftverk;SMÅKRAFT AS;984616155;Aust-Agder;9;Valle;40;10.05.2016;10.05.2016;1.80;5.10;271;0,78;0,641;2;021.F50
1872;Gosland;Kraftverk;GOSLAND KRAFT AS;915155871;Hordaland;12;Voss;35;13.05.2016;13.05.2016;4.04;10.90;325,9;1,43;0,785;5;6.20E+12
1838;Selselva;Kraftverk;SELSELVA KRAFT AS;995897695;Sogn og Fjordane;14;Gaular;30;16.05.2016;16.05.2016;5.36;18.60;569,3;1,1;1,418;3;083.22Z
1797;Holmen;Kraftverk;HOLMEN KRAFT AS;989342053;Sogn og Fjordane;14;Aurland;21;21.05.2016;21.05.2016;25.00;81.00;278,5;10,6;0,655;5;071.AA
1843;Tverråni;Kraftverk;SMÅKRAFT AS;984616155;Buskerud;6;Nes i Buskerud;16;21.05.2016;21.05.2016;3.00;7.90;307;1,2;0,694;5;012.CC7AZ
1810;Sølia;Kraftverk;SMÅKRAFT AS;984616155;Sogn og Fjordane;14;Fjaler;29;01.06.2016;01.06.2016;1.96;6.30;63;3,83;0,139;3;082.5C
1824;Tverråna;Kraftverk;ULLESTAD KRAFT AS;998590140;Rogaland;11;Hjelmeland;33;01.06.2016;01.06.2016;3.26;9.80;335;1,15;0,787;2;033.B1A
1809;Mjeldeelva;Kraftverk;SMÅKRAFT AS;984616155;Troms;19;Tromsø;2;02.06.2016;02.06.2016;1.64;5.70;140,3;1,42;0,321;4;197.42
1798;Nivla;Kraftverk;NIVLA KRAFT AS;879904552;Sogn og Fjordane;14;Lærdal;22;03.06.2016;03.06.2016;4.72;11.00;184,9;3,3;0,397;5;073.AA0
1877;Kvamselva;Kraftverk;KVAMSELVA KRAFTVERK AS;998162300;Sogn og Fjordane;14;Gaular;30;09.06.2016;09.06.2016;2.67;8.80;247;1,3;0,571;3;083.2Z
1871;Gåseflå;Kraftverk;AGDER ENERGI VANNKRAFT AS;882973972;Vest-Agder;10;Vennesla;14;14.06.2016;14.06.2016;0.24;2.50;14,75;2;0,033;2;021.B2
1873;Kjørstad;Kraftverk;KJØRSTAD KRAFT AS;993846570;Sogn og Fjordane;14;Eid;43;21.06.2016;21.06.2016;2.50;7.65;208,6;1,47;0,472;3;089.4Z
1870;Rabb-bekken;Kraftverk;WATTS UP ? AS;896380982;Trøndelag;50;Stjørdal;35;22.06.2016;22.06.2016;0.23;0.70;155;0,183;0,342;3;124.C4
1874;Åkvisla;Kraftverk;GUDBRANDSDAL ENERGI PRODUKSJON AS;941739601;Oppland;5;Øyer;21;01.07.2016;01.07.2016;3.60;10.00;121,65;3,9;0,256;1;002.DE3A3
1881;Hestenes;Kraftverk;HESTENES KRAFT AS;999161723;Sogn og Fjordane;14;Gloppen;45;06.07.2016;06.07.2016;1.88;6.30;292;0,78;0,67;3;86.96
1781;Govddesåga;Kraftverk;SKS PRODUKSJON AS;915637353;Nordland;18;Beiarn;39;07.07.2016;07.07.2016;26.80;58.00;220,5;14;0,532;4;161.ABB
1883;Sølna;Kraftverk;ØSTERDALEN KRAFTPRODUKSJON AS;980343235;Hedmark;4;Alvdal;38;31.08.2016;31.08.2016;5.35;15.70;63,5;10;0,149;1;002.MAA20
1850;Midtlæger;Kraftverk;NORSK HYDRO RJUKAN NÆRINGSPARK;974283646;Hordaland;12;Odda;28;01.09.2016;01.09.2016;3.47;13.80;153,5;2,6;0,371;2;036.FB
1880;Sesselva;Kraftverk;SESSKRAFT AS;992667125;Møre og Romsdal;15;Vestnes;35;08.09.2016;08.09.2016;5.00;16.70;270,8;2,2;0,631;3;102.62Z
1806;Byro;Kraftverk;SMÅKRAFT AS;984616155;Hordaland;12;Ullensvang;31;16.09.2016;16.09.2016;3.20;9.44;487,91;0,76;1,17;5;48.31
1834;Leknesvatn;Kraftverk;SFE PRODUKSJON AS;984882106;Sogn og Fjordane;14;Askvoll;28;21.10.2016;21.10.2016;3.80;12.90;253,7;1,8;0,586;3;084.5E
1885;Grasbotntjørni;Pumpe;STATKRAFT ENERGI AS;987059729;Hordaland;12;Ulvik;33;25.10.2016;25.10.2016;-0.30;0.00;51;0,31;;5;051.2AAA
1882;Breidalselva;Kraftverk;MOANE KRAFT AS;999229611;Sogn og Fjordane;14;Gloppen;45;31.10.2016;31.10.2016;0.99;5.30;350,2;0,3;;3;087.1AZ
1851;Mannsberg;Kraftverk;NORSK HYDRO RJUKAN NÆRINGSPARK;974283646;Sogn og Fjordane;14;Årdal;24;11.11.2016;11.11.2016;3.52;15.10;160,34;2,6;0,376;5;074.CB6AZ
1866;Dravlaus;Kraftverk;DRAVLAUS KRAFT AS;915183530;Møre og Romsdal;15;Volda;19;17.11.2016;17.11.2016;4.18;14.50;236;2,1;0,553;3;094.12Z
1864;Røneid;Kraftverk;SMÅKRAFT GREEN BOND 1 AS;921075758;Sogn og Fjordane;14;Luster;26;23.11.2016;23.11.2016;4.30;13.10;487,35;1,04;1,149;5;076.A0
1887;Lille Måsevatn;Pumpe;STATKRAFT ENERGI AS;987059729;Finnmark - Finnmárku;20;Lebesby;22;24.11.2016;24.11.2016;-0.68;-1.50;34,05;1,4;;4;229.A2B
1844;Liaelva;Kraftverk;SMÅKRAFT AS;984616155;Oppland;5;Sør-Aurdal;40;05.12.2016;05.12.2016;1.50;4.25;263,06;0,7;0,595;1;012.J6Z
1886;Hopland;Kraftverk;HOPLAND KRAFT AS;813266652;Sogn og Fjordane;14;Stryn;49;06.12.2016;06.12.2016;5.89;22.90;340;2,1;0,779;3;089.12Z
1829;Borgåna;Kraftverk;BORGÅNA KRAFT AS;991968490;Rogaland;11;Suldal;34;31.01.2017;31.01.2017;1.95;5.50;346,5;0,7;0,774;2;038.1Z
1857;Tosdalen;Kraftverk;HELGELAND KRAFT VANNKRAFT AS;917424896;Nordland;18;Brønnøy;13;09.02.2017;09.02.2017;19.30;40.50;531,37;4,2;1,276;4;144.7B
1853;Leiråa;Kraftverk;HELGELAND KRAFT VANNKRAFT AS;917424896;Nordland;18;Brønnøy;13;01.03.2017;01.03.2017;5.50;27.00;332,11;1,9;0,804;4;144.72Z
1875;Tverrelva;Kraftverk;TVERRELVA KRAFTVERK AS;994312685;Hordaland;12;Kvinnherad;24;07.04.2017;07.04.2017;4.98;18.50;492,2;1,18;1,172;2;045.2Z
1893;Holsen;Kraftverk;HOLSEN KRAFT NORDDØLA AS;995332744;Sogn og Fjordane;14;Førde;32;12.04.2017;12.04.2017;8.60;27.00;451,34;2,3;1,039;3;084.CC
1860;Sørdalselva;Kraftverk;SMÅKRAFT AS;984616155;Møre og Romsdal;15;Vanylven;11;21.04.2017;21.04.2017;2.70;7.64;181,67;1,74;0,431;3;093.2BZ
1890;Kvernåi;Kraftverk;SMÅKRAFT AS;984616155;Oppland;5;Lesja;12;04.05.2017;04.05.2017;2.83;7.10;366,3;0,9;0,873;3;002.DK0
1865;Jordalen 2;Kraftverk;SMÅKRAFT GREEN BOND 1 AS;921075758;Hordaland;12;Voss;35;11.05.2017;11.05.2017;7.50;19.00;87;10,2;0,204;5;071.AA3
1897;Nedre Urdalen;Kraftverk;NEDRE URDALEN MINIKRAFTVERK AS;917144338;Telemark;8;Tinn;26;18.05.2017;18.05.2017;0.74;1.50;82;1,06;0,194;2;016.G32Z
1822;Vossedalselvi;Kraftverk;VOSSEDALSELVI KRAFT AS;914514053;Hordaland;12;Voss;35;22.05.2017;22.05.2017;7.10;20.30;540;1,57;1,256;5;062.B0
1896;Daleelva;Kraftverk;MYKLEBUST ENERGI AS;915026249;Sogn og Fjordane;14;Gloppen;45;24.05.2017;24.05.2017;2.50;9.00;93;3;0,231;3;087.CC
1902;Kupe;Kraftverk;KUPE KRAFTVERK AS;988228982;Sogn og Fjordane;14;Flora;1;24.05.2017;24.05.2017;3.20;11.00;323,9;1,15;0,773;3;85.61
1868;Ringedalen;Kraftverk;STATKRAFT ENERGI AS;987059729;Hordaland;12;Odda;28;30.05.2017;30.05.2017;23.00;57.00;513;5;1,278;2;049.B1
1898;Nottveit Pico;Kraftverk;EINAR SOFIENLUND;943252106;Hordaland;12;Modalen;52;20.06.2017;20.06.2017;0.01;0.04;26;0,07;0,04;5;64.3
1895;Strupen;Kraftverk;STRUPEN KRAFT AS;911605333;Sogn og Fjordane;14;Gloppen;45;21.06.2017;21.06.2017;1.92;7.20;78,95;2,76;0,193;3;087.CC
1811;Mela;Kraftverk;SMÅKRAFT GREEN BOND 1 AS;921075758;Trøndelag;50;Snåase %u2013 Snåsa;41;22.06.2017;22.06.2017;3.74;12.70;259;1,73;0,601;3;128.E3Z
1876;Storelvi;Kraftverk;STORELVI KRAFTVERK AS;891908792;Hordaland;12;Ullensvang;31;30.06.2017;30.06.2017;4.04;10.80;645,27;0,71;1,581;5;49.32
1854;Bjørnstokk;Kraftverk;HELGELAND KRAFT VANNKRAFT AS;917424896;Nordland;18;Brønnøy;13;06.07.2017;06.07.2017;8.20;24.80;264,2;3,7;0,616;4;144.721Z
1940;Iungsdalshytta;Kraftverk;DEN NORSKE TURISTFORENING;979469241;Buskerud;6;Hol;20;01.09.2017;01.09.2017;0.06;0.10;25;0,3;0,056;5;012.CFBG2
1900;Straume;Kraftverk;STRAUME KRAFTVERK AS;914870437;Aust-Agder;9;Valle;40;12.09.2017;12.09.2017;5.00;15.00;396,64;1,57;0,885;2;021.E3A
1912;Lidal;Kraftverk;FJÆRLAND KRAFT AS;916498721;Sogn og Fjordane;14;Sogndal;20;09.10.2017;09.10.2017;7.82;22.00;636,9;1,5;1,448;5;078.12Z
1861;Tysseelva;Kraftverk;SMÅKRAFT GREEN BOND 1 AS;921075758;Rogaland;11;Suldal;34;08.11.2017;08.11.2017;5.55;17.25;347,85;1,93;0,799;2;035.72A
1820;Sleveåne;Kraftverk;SLEVEÅNE KRAFT AS;914442451;Hordaland;12;Odda;28;22.11.2017;22.11.2017;5.50;17.00;742;0,9;1,698;2;48.5
1911;Romøyri;Kraftverk;FJÆRLAND KRAFT AS;916498721;Sogn og Fjordane;14;Sogndal;20;11.12.2017;11.12.2017;8.63;23.94;528;1,94;1,236;5;078.1Z
1917;Birkedal;Kraftverk;BØSTRAND AUTOMASKIN;892540322;Møre og Romsdal;15;Vanylven;11;20.12.2017;20.12.2017;0.06;0.10;93;0,079;0,193;3;092.A
1916;Søkkunda;Kraftverk;SØKKUNDA KRAFTVERK AS;915099807;Hedmark;4;Stor-Elvdal;30;20.12.2017;20.12.2017;9.00;25.00;239;5,1;0,49;1;002.K6A32
1707;Grytåne;Kraftverk;RUDLENDE OLAV;969416360;Vest-Agder;10;Hægebostad;34;31.12.2017;31.12.2017;0.01;0.07;35;0,055;0,061;2;024.D1B
1892;Brekkefossen;Kraftverk;BREKKEFOSSEN KRAFTVERK AS;992484918;Sogn og Fjordane;14;Fjaler;29;24.01.2018;24.01.2018;3.80;9.60;86;5;0,211;3;082.5D
1925;Tesgjolo;Kraftverk;TESGJOLO KRAFT AS;917737258;Hordaland;12;Voss;35;25.01.2018;25.01.2018;0.99;5.60;189,3;0,67;0,41;5;062.E1Z
1913;Jordal;Kraftverk;FJÆRLAND KRAFT AS;916498721;Sogn og Fjordane;14;Sogndal;20;02.02.2018;02.02.2018;6.06;20.80;256;2,9;0,58;5;078.4A
1920;Gryte II;Kraftverk;GRYTE KRAFT AS;988119342;Rogaland;11;Suldal;34;15.02.2018;15.02.2018;0.50;2.40;182,5;0,32;0,434;2;037.6b
1914;Berge;Kraftverk;FJÆRLAND KRAFT AS;916498721;Sogn og Fjordane;14;Sogndal;20;06.03.2018;06.03.2018;7.96;22.30;425;2,4;0,921;5;078.21Z
1927;Sandvik;Kraftverk;SANDVIK KRAFTVERK AS;918982515;Rogaland;11;Vindafjord;60;14.03.2018;14.03.2018;0.99;3.50;132,4;0,88;0,313;2;38.42
1804;Rosten;Kraftverk;E-CO ENERGI AS;976894677;Oppland;5;Sel;17;15.03.2018;15.03.2018;80.00;192.00;103,5;85;0,261;3;002.DJ31
